"","transition","time","N_sim","trans_no"
"30390","herb_small->non_herb_small",142.372650738881,85,6
"30391","herb_small->non_herb_small",143.553056823278,85,7
"30392","herb_large->non_herb_large",145.366427980687,85,1
"30393","herb_small->non_herb_small",149.110454692506,85,8
"30394","non_herb_small->herb_small",150.615843230681,85,4
"30395","non_herb_small->herb_small",150.736842937074,85,5
"30396","herb_small->non_herb_small",152.000360566263,85,9
"30397","non_herb_small->herb_small",155.802416391629,85,6
"30398","herb_small->non_herb_small",157.71828944024,85,10
"30399","herb_large->herb_small",159.344866039912,85,1
"30400","non_herb_small->non_herb_large",163.779528562192,85,1
"30401","non_herb_small->herb_small",164.323570310097,85,7
"30402","herb_small->herb_large",164.823018457448,85,3
"30403","non_herb_small->herb_small",164.976777878787,85,8
"30404","non_herb_small->non_herb_large",165.34967791426,85,2
"30405","non_herb_large->non_herb_small",165.468846094592,85,1
"30406","herb_small->non_herb_small",166.458842129237,85,11
"30407","non_herb_small->herb_small",171.560087441018,85,9
"30408","herb_small->non_herb_small",172.779710652663,85,12
"30409","non_herb_small->herb_small",173.832188891076,85,10
"30410","herb_small->non_herb_small",175.427762407848,85,13
"30411","herb_small->herb_large",176.032381457215,85,4
"30412","herb_large->herb_small",180.664956221164,85,2
"30413","herb_small->non_herb_small",180.695323148907,85,14
"30414","herb_small->non_herb_small",180.757474870926,85,15
"30415","non_herb_large->non_herb_small",180.939085704858,85,2
"30416","herb_small->non_herb_small",181.573577666608,85,16
"30417","herb_small->non_herb_small",182.13365961818,85,17
"30418","herb_small->non_herb_small",182.219130675656,85,18
"30419","non_herb_small->herb_small",183.586280615983,85,11
"30420","herb_small->non_herb_small",184.382049716997,85,19
"30421","herb_small->non_herb_small",184.551573221172,85,20
"30422","non_herb_large->non_herb_small",186.654060695442,85,3
"30423","non_herb_small->non_herb_large",186.854267555785,85,3
"30424","herb_small->herb_large",187.774636346742,85,5
"30425","herb_small->non_herb_small",188.189846737116,85,21
"30426","herb_small->non_herb_small",189.073003322983,85,22
"30427","herb_large->herb_small",189.246146171364,85,3
"30428","herb_large->herb_small",189.287040583542,85,4
"30429","non_herb_small->herb_small",189.340475627955,85,12
"30430","non_herb_large->non_herb_small",190.563822264733,85,4
"30431","herb_small->non_herb_small",191.212986649015,85,23
"30432","non_herb_small->herb_small",192.211990045126,85,13
"30433","non_herb_large->non_herb_small",193.268591496768,85,5
"30434","non_herb_small->herb_small",194.042034766215,85,14
"30435","non_herb_large->non_herb_small",194.045593230194,85,6
"30436","non_herb_small->herb_small",194.231981556404,85,15
"30437","non_herb_large->non_herb_small",194.232166777877,85,7
"30438","non_herb_large->herb_large",194.966413738683,85,1
"30439","non_herb_large->herb_large",195.341867523033,85,2
"30440","non_herb_small->non_herb_large",195.531274363161,85,4
"30441","herb_small->herb_large",195.700313627879,85,6
"30442","non_herb_large->herb_large",195.747469776892,85,3
"30443","non_herb_large->herb_large",196.1533162554,85,4
"30444","herb_small->non_herb_small",196.286388921389,85,24
"30445","non_herb_small->herb_small",196.497189974716,85,16
"30446","herb_small->herb_large",196.70927991718,85,7
"30447","non_herb_large->non_herb_small",196.847568116261,85,8
"30448","herb_large->non_herb_large",197.358962404561,85,2
"30449","non_herb_large->non_herb_small",197.745427169208,85,9
"30450","herb_small->non_herb_small",197.895071020801,85,25
"30451","herb_small->non_herb_small",197.957494079979,85,26
"30452","non_herb_small->herb_small",198.346467762605,85,17
"30453","herb_small->non_herb_small",198.801968414071,85,27
"30454","herb_small->non_herb_small",199.246574276056,85,28
"30455","non_herb_small->non_herb_large",199.489884286098,85,5
"30456","herb_small->non_herb_small",199.952506092183,85,29
"30457","herb_small->herb_large",199.953553315188,85,8
"30458","non_herb_small->herb_small",200.082772051212,85,18
"30459","herb_large->herb_small",200.185567939896,85,5
"30460","non_herb_small->herb_small",200.240333849554,85,19
"30461","non_herb_large->non_herb_small",200.307564996637,85,10
"30462","herb_small->non_herb_small",200.455809516878,85,30
"30463","non_herb_small->herb_small",200.835510734689,85,20
"30464","non_herb_small->herb_small",201.012764092746,85,21
"30465","non_herb_small->herb_small",201.091603781604,85,22
"30466","non_herb_small->herb_small",201.106984574886,85,23
"30467","non_herb_small->non_herb_large",201.228567772373,85,6
"30468","non_herb_large->non_herb_small",201.25892212182,85,11
"30469","herb_small->non_herb_small",201.325183564473,85,31
"30470","herb_large->non_herb_large",201.470673984133,85,3
"30471","non_herb_large->non_herb_small",201.720423379019,85,12
"30472","herb_small->non_herb_small",201.925716451644,85,32
"30473","herb_small->non_herb_small",202.35155913161,85,33
"30474","non_herb_small->herb_small",202.55750655683,85,24
"30475","herb_small->herb_large",202.672205484011,85,9
"30476","non_herb_small->herb_small",202.700223110845,85,25
"30477","non_herb_small->herb_small",202.813325164828,85,26
"30478","non_herb_large->non_herb_small",202.832856064647,85,13
"30479","non_herb_small->herb_small",202.833465664905,85,27
"30480","herb_small->non_herb_small",203.035415985568,85,34
"30481","herb_small->non_herb_small",203.102216760156,85,35
"30482","non_herb_large->non_herb_small",203.192353193974,85,14
"30483","herb_small->non_herb_small",203.340363217677,85,36
"30484","herb_small->herb_large",204.115789800049,85,10
"30485","non_herb_small->herb_small",204.245811175264,85,28
"30486","herb_small->non_herb_small",205.131145105779,85,37
"30487","herb_small->herb_large",205.213718495848,85,11
"30488","non_herb_small->herb_small",205.418626667743,85,29
"30489","herb_small->non_herb_small",206.011423666567,85,38
"30490","herb_small->non_herb_small",206.122503213928,85,39
"30491","herb_small->non_herb_small",206.194530375543,85,40
"30492","herb_small->non_herb_small",206.302055779524,85,41
"30493","herb_small->non_herb_small",206.412232377351,85,42
"30494","herb_large->non_herb_large",206.451112224161,85,4
"30495","herb_small->herb_large",206.898613490427,85,12
"30496","herb_small->non_herb_small",207.137941086714,85,43
"30497","non_herb_small->non_herb_large",207.182665793266,85,7
"30498","non_herb_small->herb_small",207.256737551665,85,30
"30499","non_herb_small->non_herb_large",207.425253814674,85,8
"30500","non_herb_large->non_herb_small",207.642393066637,85,15
"30501","non_herb_small->herb_small",207.777292225143,85,31
"30502","non_herb_small->herb_small",207.861878765542,85,32
"30503","non_herb_large->herb_large",207.880276025242,85,5
"30504","non_herb_small->herb_small",208.27910571412,85,33
"30505","herb_large->herb_small",208.329571041496,85,6
"30506","herb_small->non_herb_small",208.364955800235,85,44
"30507","non_herb_small->herb_small",208.449723310159,85,34
"30508","non_herb_small->herb_small",208.743068163096,85,35
"30509","herb_small->non_herb_small",208.754673914724,85,45
"30510","non_herb_small->non_herb_large",208.817340448239,85,9
"30511","non_herb_small->herb_small",208.920768821545,85,36
"30512","non_herb_small->herb_small",208.941714275148,85,37
"30513","herb_small->herb_large",208.96823769379,85,13
"30514","non_herb_small->herb_small",209.062127951384,85,38
"30515","non_herb_small->herb_small",209.082075172878,85,39
"30516","herb_small->non_herb_small",209.099248772174,85,46
"30517","herb_large->herb_small",209.24955013469,85,7
"30518","non_herb_small->herb_small",209.276004920934,85,40
"30519","herb_small->non_herb_small",209.30375225868,85,47
"30520","herb_small->herb_large",209.412827263823,85,14
"30521","herb_small->non_herb_small",209.429160348479,85,48
"30522","non_herb_small->herb_small",209.500935347097,85,41
"30523","herb_large->non_herb_large",209.601938729981,85,5
"30524","non_herb_large->herb_large",209.616082502914,85,6
"30525","non_herb_small->herb_small",209.697576016935,85,42
"30526","herb_small->non_herb_small",209.799232233189,85,49
"30527","herb_small->non_herb_small",209.822552830566,85,50
"30528","herb_small->non_herb_small",209.862182918209,85,51
"30529","herb_small->non_herb_small",210.141827551216,85,52
"30530","non_herb_small->non_herb_large",210.153514565517,85,10
"30531","herb_small->herb_large",210.228469969237,85,15
"30532","non_herb_large->non_herb_small",210.571218150245,85,16
"30533","non_herb_small->herb_small",210.596079661753,85,43
"30534","herb_large->herb_small",210.663530759972,85,8
"30535","non_herb_small->herb_small",210.691191231148,85,44
"30536","non_herb_small->herb_small",210.943665969195,85,45
"30537","herb_small->non_herb_small",211.12742794993,85,53
"30538","non_herb_small->herb_small",211.263092211131,85,46
"30539","herb_small->non_herb_small",211.27702367034,85,54
"30540","non_herb_small->herb_small",211.437584447585,85,47
"30541","non_herb_small->non_herb_large",211.556168002918,85,11
"30542","non_herb_small->herb_small",211.558072306492,85,48
"30543","non_herb_small->herb_small",211.587194451286,85,49
"30544","non_herb_large->non_herb_small",211.662466324542,85,17
"30545","herb_small->non_herb_small",211.715865204218,85,55
"30546","non_herb_large->herb_small",211.818220223148,85,1
"30547","non_herb_small->herb_small",211.88070443095,85,50
"30548","herb_small->non_herb_small",211.888260403511,85,56
"30549","herb_small->non_herb_small",211.90329606216,85,57
"30550","non_herb_small->herb_small",211.949407642421,85,51
"30551","herb_small->non_herb_small",211.980209817446,85,58
"30552","non_herb_small->herb_small",212.007635867866,85,52
"30553","non_herb_small->herb_small",212.024236146733,85,53
"30554","non_herb_small->non_herb_large",212.048218758618,85,12
"30555","non_herb_small->herb_small",212.056643617672,85,54
"30556","non_herb_small->non_herb_large",212.107898013036,85,13
"30557","non_herb_large->non_herb_small",212.2688476963,85,18
"30558","herb_small->non_herb_small",212.317217839925,85,59
"30559","non_herb_large->non_herb_small",212.386226020042,85,19
"30560","non_herb_small->herb_small",212.433347577937,85,55
"30561","herb_small->non_herb_small",212.437934638338,85,60
"30562","non_herb_small->herb_small",212.634973513494,85,56
"30563","non_herb_small->herb_small",212.686419165337,85,57
"30564","non_herb_small->herb_small",212.721503363518,85,58
"30565","herb_small->non_herb_small",212.735035464891,85,61
"30566","non_herb_small->herb_small",212.749213350203,85,59
"30567","non_herb_large->non_herb_small",212.756413134372,85,20
"30568","non_herb_large->non_herb_small",212.817293615836,85,21
"30569","non_herb_small->non_herb_large",212.832547338059,85,14
"30570","non_herb_large->non_herb_small",212.970698846362,85,22
"30571","non_herb_small->herb_small",213.040146912081,85,60
"30572","non_herb_small->herb_small",213.062494627858,85,61
"30573","non_herb_large->non_herb_small",213.092094046867,85,23
"30574","non_herb_small->herb_small",213.156902485999,85,62
"30575","herb_small->non_herb_small",213.16361185654,85,62
"30576","non_herb_small->herb_small",213.209217678335,85,63
"30577","non_herb_small->herb_small",213.21381013967,85,64
"30578","non_herb_large->non_herb_small",213.328484291014,85,24
"30579","non_herb_small->herb_small",213.448540140558,85,65
"30580","non_herb_large->herb_large",213.479831450467,85,7
"30581","herb_large->herb_small",213.529116059724,85,9
"30582","non_herb_small->herb_small",213.539272004707,85,66
"30583","herb_small->herb_large",213.551308645165,85,16
"30584","non_herb_large->non_herb_small",213.627541234551,85,25
"30585","non_herb_small->herb_small",213.633369481526,85,67
"30586","non_herb_small->herb_small",213.800084190801,85,68
"30587","herb_small->herb_large",213.82424859331,85,17
"30588","non_herb_large->non_herb_small",213.876534263305,85,26
"30589","herb_small->non_herb_small",213.88890409179,85,63
"30590","non_herb_small->non_herb_large",213.915614149568,85,15
"30591","non_herb_small->herb_small",213.929887376554,85,69
"30592","non_herb_small->herb_small",214.060044078341,85,70
"30593","non_herb_small->herb_small",214.074022269385,85,71
"30594","non_herb_large->herb_large",214.090625985747,85,8
"30595","non_herb_large->non_herb_small",214.135621915013,85,27
"30596","herb_large->herb_small",214.289383679055,85,10
"30597","non_herb_small->non_herb_large",214.319160101338,85,16
"30598","non_herb_small->herb_small",214.322632088803,85,72
"30599","non_herb_large->non_herb_small",214.418840726898,85,28
"30600","non_herb_small->herb_small",214.432522683071,85,73
"30601","non_herb_small->herb_small",214.44439197573,85,74
"30602","herb_small->non_herb_small",214.496968779209,85,64
"30603","herb_small->non_herb_small",214.554333271134,85,65
"30604","non_herb_large->non_herb_small",214.577452226108,85,29
"30605","non_herb_large->non_herb_small",214.577792304185,85,30
"30606","herb_small->non_herb_small",214.596133582903,85,66
"30607","non_herb_small->herb_small",214.643333410651,85,75
"30608","non_herb_small->non_herb_large",214.658182937597,85,17
"30609","non_herb_small->non_herb_large",214.867494161261,85,18
"30610","non_herb_small->herb_small",214.878478567145,85,76
"30611","non_herb_small->herb_small",214.996675909709,85,77
"30612","non_herb_large->herb_large",215.074140621525,85,9
"30613","non_herb_small->herb_small",215.076233856337,85,78
"30614","herb_large->herb_small",215.089293199173,85,11
"30615","herb_small->non_herb_small",215.099311144065,85,67
"30616","non_herb_small->herb_small",215.100976023741,85,79
"30617","herb_small->non_herb_small",215.134489278935,85,68
"30618","non_herb_small->herb_small",215.173343700674,85,80
"30619","non_herb_small->herb_small",215.271482582876,85,81
"30620","herb_small->herb_large",215.292225030918,85,18
"30621","herb_small->non_herb_small",215.341675343264,85,69
"30622","non_herb_small->herb_small",215.375924727159,85,82
"30623","non_herb_small->herb_small",215.408088766056,85,83
"30624","non_herb_small->herb_small",215.42341033396,85,84
